	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
C5orf63	90.33553635507592	-0.9733869838929741	0.7051461972588771	-1.38040450005521	0.167462135406874	0.29823836966424394	86	67	103	76	55	138	36	286	2	54	27	87	66.6761253867885	57.120251416158105	50.5750746853999	71.9360312257427	34.3650701458835	81.9376375686562	32.5835223309898	296.318449223891	1.9508904416196298	49.021810825622104	232.210596457132	109.330976553028	70.18	UP_t_DOWN_n
CASP8	459.073330997325	-0.5255182442797921	0.38074545097800205	-1.38023512278326	0.16751426307484	0.298292561462413	423	312	800	316	844	761	413	1179	371	607	30	380	327.953500448971	265.992812564796	392.816114061358	299.10244562282503	527.347621875012	451.84450862135697	373.805408963856	1221.53654417821	361.89017692044195	551.041466132456	258.011773841257	477.537598737363	70.17	UP_t_DOWN_n
NECTIN1	223.468433657048	-0.7158433128337629	0.518683124002932	-1.3801168376353703	0.167550673822507	0.29831875573604605	267	193	337	134	385	196	487	154	485	521	6	50	207.00611021247101	164.540425721172	165.473788048347	126.834581371704	240.555491021184	116.375195387367	440.78264931089006	159.556088043633	473.090932092761	472.96969333609496	51.602354768251494	62.8338945707056	70.17	UP_t_DOWN_n
DNAJC9	76.89803548775471	-0.527619489955158	0.382334196464982	-1.37999555057713	0.16758801479629	0.298346599249495	88	96	128	55	104	91	110	43	184	108	5	59	68.2267329539231	81.8439423276294	62.850578249817296	52.058969965998	64.98122354857959	54.0313407155631	99.5607626780245	44.5513752329626	179.481920629006	98.04362165124421	43.0019623068762	74.14399559343259	70.17	UP_t_DOWN_n
ACLY	1472.44446789035	-0.42554754158992797	0.30851891383878005	-1.3793239976603202	0.167794880733042	0.298598864134257	1523	1595	2549	1327	1721	2411	1849	1363	2916	1742	76	1551	1180.7876623730099	1359.80300013093	1251.610343428	1256.0409662705301	1075.31428583755	1431.5336534639903	1673.52591083334	1412.1749870355302	2844.3982638814196	1581.40730478211	653.629827064519	1949.1074095832898	70.14	UP_t_DOWN_n
LARP7	633.628453945267	-0.427175209337331	0.30969725672522896	-1.3793315893538303	0.167792541107818	0.298598864134257	738	699	1182	482	848	853	488	583	710	508	88	1119	572.174192272673	595.926205073052	580.385808525657	456.225882247474	529.846899703803	506.46960033379503	441.68774715341794	604.033761879469	692.5661067749691	461.168146285482	756.834536601021	1406.2225604923901	70.14	UP_t_DOWN_n
LOC101927151	32.4592054710757	-0.7192179415270971	0.521415143629668	-1.3793576007794601	0.16778452503378197	0.298598864134257	23	30	58	33	32	45	21	13	60	41	2	75	17.8319870220481	25.5762319773842	28.4791682694485	31.2353819795988	19.9942226303322	26.718794859344396	19.007054693077396	13.4690204192678	58.5267132485889	37.2202637750094	17.2007849227505	94.2508418560584	70.14	UP_t_DOWN_n
PPME1	487.966349567986	-0.35876704083156896	0.26012189733235397	-1.3792266030305702	0.167824898202991	0.29861362614503195	482	573	960	365	720	718	587	401	599	784	86	253	373.696423679442	488.50603076803804	471.37933687363	345.482255228896	449.870009182475	426.31321575576203	531.2924335636401	415.467476009721	584.29168726508	711.7240682831059	739.633751678271	317.93950652777	70.14	UP_t_DOWN_n
C12orf65	250.824392383356	-0.45185127660755703	0.32774923561996805	-1.37864936817576	0.168002887405234	0.298814295919232	225	421	397	241	273	241	346	235	222	206	36	374	174.443351302644	358.91978874929197	194.93499660294898	228.112941123737	170.575711815022	143.093990246711	313.163853514513	243.47844604060901	216.54883901977902	187.009130186633	309.614128609509	469.99753138887803	70.12	UP_t_DOWN_n
CDH24	247.638821531004	-0.621948623644171	0.4516083511341789	-1.3771858338806102	0.16845480046218697	0.299579319787023	187	132	444	329	426	196	217	146	453	623	40	82	144.981807527087	112.53542070049	218.012943304054	311.407293069334	266.173088766297	116.375195387367	196.40623182846699	151.26746009331498	441.876685026847	565.566447117826	344.01569845501	103.047587095957	70.04	UP_t_DOWN_n
UCP3	37.351379194383505	-0.7356894759336999	0.534240006995388	-1.37707671889135	0.168488529720001	0.29958223502028397	36	21	44	44	49	41	26	20	18	117	10	24	27.9109362084231	17.9033623841689	21.6048862733747	41.6471759727984	30.6161534026962	24.3437908718471	23.5325439057149	20.7215698757965	17.5580139745767	106.213923455515	86.0039246137524	30.160269393938698	70.04	UP_t_DOWN_n
BNIPL	312.435924736633	-1.1722053618717099	0.851536250362563	-1.37657717022923	0.16864301324464298	0.29975892204216603	343	210	233	185	260	417	101	381	15	137	229	8	265.929197763587	179.033623841689	114.407693220371	175.107444431084	162.453058871449	247.594165696591	91.41488209527701	394.74590613392405	14.6316783121472	124.370149687226	1969.48987365493	10.0534231313129	70.02	UP_t_DOWN_n
RAD18	207.278770219059	-0.44455859688515903	0.323013250899079	-1.3762859438359498	0.168733122932606	0.299880315572662	241	226	347	170	229	333	142	168	376	171	30	281	186.848211839721	192.674280896294	170.383989474114	160.909543531267	143.083655698315	197.719081959149	128.523893638904	174.06118695669102	366.767403024491	155.235734281137	258.011773841257	353.12648748736603	70.01	UP_t_DOWN_n
OGT	5309.84060141355	-0.6658962101497429	0.48400174898888393	-1.37581364435325	0.168879336072492	0.299999228806453	3845	3892	6652	4957	9571	7375	4305	5292	2805	2553	2317	3773	2981.0430478163003	3318.08982853264	3266.26598842019	4691.9329840264	5980.1470248409205	4378.91360194811	3896.4462120808703	5482.927389135771	2736.12384437153	2317.64227847802	19927.1093330064	4741.4456843054495	70.0	UP_t_DOWN_n
TPD52L1	214.45751682738998	-0.778118191864227	0.565580005602931	-1.37578801258139	0.168887273802632	0.299999228806453	248	202	286	237	166	202	163	88	563	154	4	524	192.275338324692	172.213295314387	140.431760776936	224.326834217119	103.720029894848	119.93770136861299	147.530948331982	91.17490745350479	549.1756593159259	139.80294198418198	34.401569845501	658.499215100995	70.0	UP_t_DOWN_n
UBE2D4	185.97727753694	-0.40723190202248	0.295999053263662	-1.37578785314471	0.16888732317837696	0.299999228806453	187	140	359	211	220	292	117	192	284	197	34	181	144.981807527087	119.35574922779301	176.27623118503502	199.717139324102	137.460280583534	173.37529108730098	105.89644757571699	198.92707080764703	277.026442709988	178.83882838236198	292.413343686758	227.45869834595402	70.0	UP_t_DOWN_n
LRRC37B	122.181414754116	-0.382406379554279	0.278061284711561	-1.3752593423818702	0.16905105653717903	0.30013494436479304	149	84	200	117	150	238	126	169	98	164	20	103	115.520263751529	71.6134495366758	98.20402851533959	110.743627018578	93.7229185796822	141.312737256088	114.04232815846399	175.097265450481	95.59363163936192	148.881055100038	172.007849227505	129.437822815654	69.99	UP_t_DOWN_n
TRNT	204.757076316156	-1.05843163883076	0.769536037331766	-1.37541529893868	0.169002728601982	0.30013494436479304	292	85	180	156	326	82	167	156	61	36	144	21	226.388704801654	72.46599060258859	88.3836256638056	147.658169358104	203.691143046509	48.6875817436942	151.151339702092	161.628245031213	59.50215846939879	32.6812072170814	1238.4565144380301	26.3902357196964	69.99	UP_t_DOWN_n
ZNF223	133.692664392587	-0.46531733170911893	0.338476676393193	-1.37473972111621	0.16921215198165399	0.300343376796875	146	113	165	180	189	160	101	143	173	287	19	78	113.194352400827	96.3371404481472	81.0183235251551	170.37481079781202	118.09087741040001	95.00015949989121	91.41488209527701	148.159224611945	168.752023200098	260.541846425066	163.40745676613	98.02087553030078	69.97	UP_t_DOWN_n
LINC02609	24.4764696519818	-0.849903547140207	0.618549725913432	-1.37402622866759	0.16943353985333598	0.300697504823626	33	11	33	30	17	24	7	8	40	34	4	56	25.5850248577212	9.37795172504087	16.203664705031	28.3958017996353	10.621930772364	14.250023924983699	6.335684897692469	8.28862795031862	39.0178088323926	30.8655845939102	34.401569845501	70.3739619191903	69.93	UP_t_DOWN_n
NUDT14	308.639924735704	-0.49795008768642	0.36248790909426704	-1.37370123304423	0.169534453946425	0.300798933712121	350	241	592	212	479	426	364	134	214	456	82	308	271.356324248558	205.462396884986	290.683924405405	200.663666050756	299.288519997785	252.93792466846	329.455614680008	138.83451816783702	208.745277253301	413.961958083031	705.23218183277	387.056790555547	69.92	UP_t_DOWN_n
GATD3B	101.633627426285	-0.689012778370988	0.50180468122903	-1.37306965069247	0.16973069489153	0.30104470504803	138	54	191	43	172	125	65	87	365	66	9	86	106.991922132288	46.0372175592916	93.78484723214929	40.7006492461439	107.468946638036	74.21887460929	58.83135976428721	90.138828959715	356.03750559558296	59.9155465646493	77.40353215237721	108.074298661614	69.9	UP_t_DOWN_n
MTREX	718.129380943395	-0.3624493364335779	0.26397503537579503	-1.37304399227599	0.169738670897453	0.30104470504803	671	884	1322	667	778	1228	759	583	862	659	94	1042	520.228838773663	753.6463022669209	649.128628486394	631.333326678558	486.109537699952	729.126224161665	686.9692624783689	604.033761879469	840.833780338061	598.247654334907	808.4368913692731	1309.4583628535001	69.9	UP_t_DOWN_n
SIRT7	365.979266179681	-0.562337266505181	0.40992936102774796	-1.37179065460285	0.17012861736253101	0.301541787375285	349	313	664	337	536	434	387	912	349	549	44	83	270.58102046499	266.845353630709	326.037374670927	318.97950688257004	334.903229058064	257.687932643455	350.272865058141	944.9035863363221	340.430382062626	498.388410060492	378.417268300511	104.304264987371	69.85	UP_t_DOWN_n
WDR77	425.951587849421	-0.41405241487879296	0.301907157978261	-1.37145610475591	0.170232818098395	0.30168757901233	372	497	756	298	759	595	500	496	828	271	52	359	288.413007487038	423.71290975866503	371.21122778798303	282.064964543044	474.23796801319196	353.28184314022	452.548921263748	513.8949329197541	807.668642830527	246.016865439696	447.22040799151296	451.147363017666	69.83	UP_t_DOWN_n
PLP2	675.675908261015	-0.579151126484309	0.422458316520866	-1.37090714950028	0.170403902338557	0.301949172956068	682	619	1428	399	842	1005	668	314	1944	1024	34	638	528.7571803929039	527.7229198000271	701.176763599524	377.664163935149	526.097982960616	596.719751858692	604.605358808367	325.328647050006	1896.26550925428	929.598783063649	292.413343686758	801.7604947222039	69.81	UP_t_DOWN_n
THAP6	283.004594583636	-0.49302805449201703	0.359812551641493	-1.37023584153133	0.17061329338795597	0.30224496703662795	287	205	464	247	344	546	200	260	283	182	68	415	222.51218588381698	174.770918512125	227.833346155588	233.79210148366403	214.937893276071	324.188044293379	181.019568505499	269.380408385355	276.05099748917803	165.221658708578	584.826687373517	521.521324936857	69.78	UP_t_DOWN_n
HNRNPH1	258.178779636097	-0.5942035713805971	0.43404530200943203	-1.36898975436367	0.171002477586933	0.30281734630781504	263	204	417	223	485	203	158	280	232	159	95	207	203.90489507820203	173.918377446213	204.75539945448298	211.07546004395599	303.037436740972	120.531452365487	143.005459119344	290.101978261152	226.303291227877	144.34199854211	817.037283830648	260.132323522721	69.72	UP_t_DOWN_n
FBXO2	146.308036712365	-0.925962378188403	0.676749677772249	-1.36824945559859	0.17123400602232003	0.30314924414537503	184	129	143	66	151	213	83	734	28	112	18	24	142.655896176385	109.977797502752	70.2158803884678	62.4707639591976	94.34773803688009	126.46896233423	75.12312092978209	760.481614441733	27.3124661826748	101.674866897587	154.80706430475402	30.160269393938698	69.69	UP_t_DOWN_n
EXOC5	1044.5481952827902	-0.514982978570737	0.376446177895752	-1.36801223869339	0.17130824524190602	0.30324162340207	1005	924	1761	1276	1058	1459	1476	476	1310	1073	80	2068	779.180302485144	787.7479449034331	864.686471077565	1207.76810321115	661.058985715358	866.282704439633	1335.92441557058	493.173363043958	1277.83323926086	974.0815373313429	688.0313969100191	2598.8098794443804	69.68	UP_t_DOWN_n
FAM228B	182.912070441762	-0.8516761939331942	0.622804685982831	-1.3674852053966	0.171473271417686	0.3034555950281839	187	95	186	168	202	283	65	74	110	49	97	241	144.981807527087	80.99140126171659	91.32974651926581	159.016490077958	126.21353035397199	168.031532115433	58.83135976428721	76.6698085404472	107.29897428908001	44.4827542676941	834.238068753399	302.859371830801	69.65	UP_t_DOWN_n
DESI1	674.8417409168879	-0.4119006222071529	0.301264127220254	-1.36724085276178	0.171549824181758	0.303512925743453	738	885	1197	457	988	871	874	1404	601	619	64	535	572.174192272673	754.498843332834	587.751110664307	432.562714081111	617.3216237115071	517.1571182775331	791.055514369031	1454.6542052809198	586.242577706699	561.935201871483	550.425117528016	672.32267190655	69.65	UP_t_DOWN_n
LINC01004	133.19713604952	-0.640420870985403	0.46855304331302294	-1.36680548792757	0.17168628217957801	0.30367618645427896	128	54	105	176	184	237	208	239	50	142	32	72	99.23888429661541	46.0372175592916	51.55711497055329	166.588703891194	114.96678012441002	140.718986259214	188.260351245719	247.62276001576902	48.7722610404908	128.909206245154	275.212558764008	90.4808081818161	69.63	UP_t_DOWN_n
EEF1AKMT3	127.15068558222099	-0.44037949664064	0.32237060582993204	-1.3660659150572898	0.17191827541676502	0.30388377148301193	123	118	166	143	179	208	119	73	167	168	16	192	95.3623653787788	100.599845777711	81.5093436677318	135.353321911595	111.842682838421	123.50020734985901	107.706643260772	75.6337300466574	162.89935187523898	152.51230034638002	137.606279382004	241.28215515151	69.61	UP_t_DOWN_n
EPSTI1	412.860046649432	-0.6250643165212401	0.457515906320216	-1.36621330075409	0.171872023964102	0.30388377148301193	437	414	843	371	572	241	788	616	370	709	6	469	338.807753418913	352.95200128790196	413.929980192156	351.161415588823	357.396729517188	143.093990246711	713.217099911666	638.224352174534	360.91473169963206	643.6382199141871	51.602354768251494	589.381931073219	69.61	UP_t_DOWN_n
FKBP7	184.977339240812	-0.506723079595796	0.371004449871101	-1.36581402129233	0.171997344352985	0.30388377148301193	226	168	290	187	228	224	122	112	164	220	31	361	175.218655086212	143.226899073352	142.395841347242	177.000497884393	142.458836241117	133.00022329984802	110.421936788354	116.040791304461	159.97301621281	199.71848854883098	266.612166302633	453.660718800495	69.61	UP_t_DOWN_n
LIPG	136.112297354884	-0.944631548762071	0.691618378978005	-1.36582771290425	0.171993045884884	0.30388377148301193	25	361	122	42	156	60	126	81	562	41	14	135	19.3825945891827	307.767324794523	59.9044573943571	39.7541225194894	97.4718353228695	35.6250598124592	114.04232815846399	83.922357996976	548.2002140951171	37.2202637750094	120.405494459253	169.651515340905	69.61	UP_t_DOWN_n
SEC61A1	3211.75201378959	-0.413238627381346	0.302508918943148	-1.3660378306366798	0.17192708971131002	0.30388377148301193	3338	4101	6841	2267	4687	3402	5072	4535	3777	5256	290	1404	2587.96402954767	3496.2709113084197	3359.06879536719	2145.77608932577	2928.5287958864697	2019.94089136644	4590.656257299461	4698.61596933687	3684.25659899867	4771.45625369389	2494.11381379882	1764.3757595454101	69.61	UP_t_DOWN_n
SP110	569.8936099776461	-0.44144301378236206	0.32315198501413894	-1.36605385160499	0.171922061489469	0.30388377148301193	557	702	1011	603	697	641	892	674	521	1177	28	479	431.84420744698997	598.48382827079	496.42136414504097	570.755616172669	435.499161666923	380.59438899643897	807.347275534526	698.3169048143441	508.206960041914	1068.49391373625	240.810988918507	601.94870998736	69.61	UP_t_DOWN_n
SRPK2	588.35941096153	-0.419577640561102	0.30719373666467303	-1.3658404794206598	0.171989037922026	0.30388377148301193	643	524	824	748	678	895	549	419	548	588	104	918	498.520332833779	446.731518538311	404.600597483199	708.001991537573	423.627591980164	531.4071422025161	496.898715547595	434.116888897938	534.543981003779	533.79305121233	894.440815983025	1153.63030431816	69.61	UP_t_DOWN_n
SLC26A11	390.46632156831595	-0.46494074264644	0.34049349804134493	-1.36549081060568	0.17209883937790804	0.304014744914946	451	296	613	366	755	404	507	567	297	606	76	147	349.66200638885596	252.352155510191	300.995347399516	346.428781955551	471.7386901844	239.875402737225	458.88460616144005	587.4565059788321	289.707230580515	550.1336548208701	653.629827064519	184.73165003787497	69.6	UP_t_DOWN_n
IRAK4	416.199248717659	-0.40641327324136206	0.297763933602878	-1.3648841494127602	0.17228946486479502	0.304234203403511	338	341	744	459	727	578	348	576	321	489	48	607	262.05267884575	290.716503476267	365.318986077063	434.45576753442003	454.24374538285997	343.188076193357	314.97404919956796	596.78121242294	313.117915879951	443.919731365356	412.81883814601196	762.803480088366	69.58	UP_t_DOWN_n
TASOR2	929.6577227654441	-0.38485992198850105	0.281966179501146	-1.3649151918481601	0.172279706857155	0.304234203403511	887	1184	1519	874	1075	1489	1243	892	1236	534	178	843	687.6944560242019	1009.4086220407598	745.8595965740041	827.264359096042	671.680916487722	884.095234345862	1125.0366182616801	924.1820164605259	1205.65029292093	484.771240386708	1530.86985812479	1059.3794624621	69.58	UP_t_DOWN_n
