baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
GET3	544.121636339953	-0.543136975448328	0.512184818744111	-1.06043161681385	0.288948284809624	0.440084374835178	626	554	945	449	585	761	540	291	973	468	8	1299	485.340168513135	472.307750515695	464.014034734979	424.990500267875	365.519382460761	451.844508621357	488.752834964847	301.49884169284	949.108199847951	424.855693822058	68.8031396910019	1632.42458094693	55.99	UP_t_DOWN_n
RPP38	207.082376453356	-0.262869420412967	0.24789018537544	-1.06042689836566	0.288950430440264	0.440084374835178	259	204	423	157	294	357	276	259	210	148	28	207	200.803679943933	173.918377446213	207.701520309943	148.604696084758	183.696920416177	211.969105884132	249.807004537589	268.344329891565	204.843496370061	134.356074114668	240.810988918507	260.132323522721	55.99	UP_t_DOWN_n
WARS2-AS1	67.9645286498834	-0.496261198715918	0.467926605043227	-1.06055349998762	0.288892864318121	0.440084374835178	62	67	118	52	53	131	42	72	75	36	26	40	48.0688345811731	57.1202514161581	57.9403768240503	49.2193897860345	33.1154312314877	77.7813805905359	38.0141093861548	74.5976515528676	73.1583915607362	32.6812072170814	223.610203995756	50.2671156565645	55.99	UP_t_DOWN_n
EFCAB13	58.7094293044906	0.389769919715457	0.367647479889887	1.06017296740942	0.289065916875371	0.440211494326545	73	55	95	64	111	189	40	29	57	58	9	48	56.5971762004135	46.8897586252044	46.6469135447863	60.5777105058886	69.3549597489648	112.218938409246	36.2039137010998	30.046276319905	55.6003775861595	52.6530560719645	77.4035321523772	60.3205387878774	55.98	DOWN_t_UP_n
KRBA2	40.1537288685069	0.576263679513785	0.544047471989558	1.05921580226522	0.289501509952609	0.44069585895319	52	31	83	93	50	96	18	8	39	19	6	53	40.3157967455	26.428773043297	40.7546718338659	88.0269855788694	31.2409728598941	57.0000956999347	16.2917611654949	8.28862795031862	38.0423636115828	17.2484149201263	51.6023547682515	66.603928244948	55.93	DOWN_t_UP_n
PLAA	509.855764486355	-0.399649743166591	0.377365727208918	-1.05905150985091	0.289576321664666	0.44069585895319	542	698	967	373	579	710	690	292	647	776	121	150	420.214650693481	595.073664007139	474.816477871667	353.054469042132	361.770465717573	421.563207780767	624.517511343972	302.53492018663	631.113057863951	704.461577790422	1040.6474878264	188.501683712117	55.93	UP_t_DOWN_n
SCRN3	304.757434459578	-0.312665371786712	0.295204610091606	-1.05914799802648	0.289532383514329	0.44069585895319	388	301	572	304	379	467	307	403	218	371	23	457	300.817868024115	256.614860839755	280.863521553871	287.744124902971	236.806574277997	277.281715540307	277.865037655941	417.5396329973	212.64705813654	336.797996598256	197.809026611631	574.301796376249	55.93	UP_t_DOWN_n
SIX5	252.625040124586	-0.563166860395879	0.531751350833152	-1.05907932253205	0.289563656048386	0.44069585895319	322	181	287	302	285	356	198	407	223	560	54	16	249.647818308673	154.309932930218	140.922780919512	285.851071449662	178.073545301396	211.375354887258	179.209372820444	421.68394697246	217.524284240589	508.374334487933	464.421192914263	20.1068462626258	55.93	UP_t_DOWN_n
SPRY2	529.448113992268	0.345563748791588	0.326228782833743	1.05926811788308	0.289477690398857	0.44069585895319	1094	694	1091	658	756	822	463	363	966	354	48	257	848.182339222635	591.663499743488	535.702975551177	622.814586138667	472.363509641598	488.063319430691	419.06030109023	376.096493245707	942.280083302282	321.365204301301	412.818838146012	322.966218093427	55.93	DOWN_t_UP_n
ZNF646	232.395092343468	0.430737198486834	0.406711607474627	1.05907279401586	0.289566629035731	0.44069585895319	354	297	534	315	357	486	259	200	103	411	26	40	274.457539382827	253.204696576104	262.204756135957	298.155918896171	223.060546219644	288.56298448092	234.420341214621	207.215698757965	100.470857743411	373.110449061679	223.610203995756	50.2671156565645	55.93	DOWN_t_UP_n
CDK11A	427.714060044084	-0.565456174766085	0.533988372846414	-1.05892975113284	0.289631773756368	0.440731458249811	505	361	568	527	601	352	483	590	214	718	130	35	391.52841070149	307.767324794523	278.899440983564	498.819584946927	375.516493775927	209.000350899761	437.16225794078	611.286311335998	208.745277253301	651.808521718457	1118.05101997878	43.9837261994939	55.93	UP_t_DOWN_n
ST6GAL1	1334.7036808707	0.385755187970699	0.364394800828362	1.05861880326991	0.289773419958974	0.440898196367019	1703	1419	3227	2683	1338	2689	1370	1894	1204	1235	49	804	1320.34234341513	1209.75577253027	1584.522000095	2539.53120761405	836.008433730765	1596.59643059505	1239.98404426267	1962.33266723793	1174.43604585502	1121.14696980821	421.419230607387	1010.36902469695	55.91	DOWN_t_UP_n
ZNF212	192.371489110568	-0.446032776548219	0.421374540305241	-1.05851857168474	0.289819088431218	0.44091888099424	238	142	316	194	270	265	157	291	158	365	42	38	184.522300489019	121.060831359619	155.162365054236	183.626184970975	168.701253443428	157.344014171695	142.100361276817	301.49884169284	154.120344887951	331.351128728742	361.21648337776	47.7537598737363	55.91	UP_t_DOWN_n
RNF111	391.263002526442	0.294453467901131	0.278316155033062	1.0579819481415	0.290063672393593	0.441242149429537	500	558	926	529	565	715	406	314	273	320	27	491	387.651891783654	475.717914779346	454.684652026022	500.712638400236	353.022993316803	424.531962765139	367.469724066163	325.328647050006	266.29654528108	290.49961970739	232.210596457132	617.028844684329	55.88	DOWN_t_UP_n
PLCG1	1401.01349758503	0.411581350474645	0.389190324354447	1.05753232986287	0.29026870776729	0.441505192042148	2092	1508	2487	3025	2114	2149	1073	2004	1020	1123	205	317	1621.93551522281	1285.63192739651	1221.16709458825	2863.24334812989	1320.86833251632	1275.97089228291	971.169985032003	2076.30130155481	994.954125226012	1019.47210291062	1763.08045458192	398.366891578274	55.85	DOWN_t_UP_n
NNT-AS1	99.7829253696588	-0.419803572163904	0.397572649928155	-1.05591662867093	0.291006306285653	0.442578127282761	98	60	159	149	125	144	80	40	140	132	16	143	75.9797707895962	51.1524639547684	78.0722026696949	141.032482271522	78.1024321497352	85.5001435499021	72.4078274021996	41.4431397515931	136.562330913374	119.831093129299	137.606279382004	179.704938472218	55.74	UP_t_DOWN_n
FCER1G	929.43837014961	-0.434483249077463	0.411590971768597	-1.05561899769205	0.291142317889342	0.44273600044522	861	909	1551	430	1797	1714	1356	1259	479	2093	40	922	667.536557651452	774.959828914741	761.572241136458	407.006492461439	1122.80056458459	1017.68920864258	1227.31267446728	1304.42282368139	467.238260767902	1900.04907514865	344.01569845501	1158.65701588381	55.73	UP_t_DOWN_n
TXLNG	350.12812512841	0.343054342786585	0.32505497621896	1.05537329954764	0.291254629395431	0.442857802267337	440	629	774	361	613	626	470	213	558	199	30	174	341.133664769615	536.248330459155	380.049590354364	341.696148322278	383.014327262301	371.688124043324	425.395985987923	220.684719177233	544.298433211877	180.654451005533	258.011773841257	218.661953106056	55.71	DOWN_t_UP_n
API5	1416.42170865174	-0.315640144339423	0.299145912050839	-1.05513774925255	0.291362329547343	0.442923581144237	1644	1561	2824	1309	1619	2240	1838	851	1874	983	177	2098	1274.59942018465	1330.81660388989	1386.64088263659	1239.00348519075	1011.58270120337	1330.00223299848	1663.56983456554	881.702798215143	1827.98434379759	892.37851928864	1522.26946566342	2636.51021618681	55.71	UP_t_DOWN_n
B9D2	71.283664084645	0.540676123125664	0.512404638927849	1.05517413787855	0.291345689906218	0.442923581144237	127	77	140	57	126	252	55	49	32	76	0	111	98.4635805130481	65.6456620752861	68.7428199607377	53.9520234193071	78.727251606933	149.625251212329	49.7803813390122	50.7678461957015	31.2142470659141	68.9936596805052	0	139.491245946966	55.71	DOWN_t_UP_n
DOLK	173.17413617157	0.34012347588498	0.322418121109521	1.05491426696034	0.291464536621089	0.44302996295114	226	186	496	246	321	278	203	169	172	249	6	78	175.218655086212	158.572638259782	243.545990718042	232.845574757009	200.56704576052	165.062777131061	183.734862033082	175.097265450481	167.776577979288	226.045016584813	51.6023547682515	98.0208755303008	55.7	DOWN_t_UP_n
C12orf43	182.294518563785	0.251980930353827	0.239011382327516	1.05426330704426	0.291762383034372	0.443381471576098	277	198	444	189	307	383	212	187	216	142	13	120	214.759148048144	168.803131050736	218.012943304054	178.893551337702	191.81957335975	227.406631802865	191.880742615829	193.746678338698	210.69616769492	128.909206245154	111.805101997878	150.801346969693	55.66	DOWN_t_UP_n
FAM98B	441.501266728658	0.297330886832648	0.28204828314304	1.05418435283245	0.2917985224022	0.443381471576098	582	642	1111	563	613	804	555	294	518	354	22	428	451.226802036173	547.331364316022	545.523378402711	532.894547106489	383.014327262301	477.375801486953	502.32930260276	304.607077174209	505.280624379485	321.365204301301	189.208634150255	537.85813752524	55.66	DOWN_t_UP_n
IP6K2	1087.30339220062	-0.33547987528665	0.318254886483303	-1.0541232500581	0.29182649277402	0.443381471576098	1286	1113	1720	1079	1493	1701	845	1862	1139	754	231	650	997.040665667558	948.878206360954	844.55464523192	1021.30233806022	932.855449596437	1009.97044568322	764.807676935734	1929.17815543666	1111.03210650238	684.489728935538	1986.69065857768	816.840629419173	55.66	UP_t_DOWN_n
L3MBTL2	337.780249072641	0.280113231684131	0.265708327057792	1.05421322239256	0.291785307715205	0.443381471576098	469	446	736	366	598	671	314	458	263	380	35	134	363.617474493067	380.233315397112	361.39082493645	346.428781955551	373.642035404333	398.406918902669	284.200722553634	474.523950155741	256.542093072982	344.968298402526	301.013736148133	168.394837449491	55.66	DOWN_t_UP_n
ZNF440	327.289330083541	0.500682316525145	0.475005202748007	1.05405648954704	0.291857055087809	0.443381471576098	351	234	592	258	697	1448	237	184	172	155	27	541	272.131628032125	199.494609423597	290.683924405405	244.203895476864	435.499161666923	859.751443474015	214.508188679016	190.638442857328	167.776577979288	140.710753295767	232.210596457132	679.862739255035	55.66	DOWN_t_UP_n
MAF	653.151036438086	-0.339995802896994	0.322747219684959	-1.0534430110006	0.292138000299857	0.443759236477584	745	685	1258	863	870	555	608	835	791	649	44	966	577.601318757644	583.990630150273	617.703339361486	816.852565102842	543.592927762157	329.531803265248	550.299488256717	865.125542314506	771.577169660564	589.169541219051	378.417268300511	1213.95084310603	55.62	UP_t_DOWN_n
ANAPC16	1920.71127084919	-0.419621436876426	0.398455038420385	-1.05312117156292	0.292285460726574	0.443934176180335	2271	1820	3574	1855	1934	3087	1296	1189	2802	1441	162	4253	1760.71489248136	1551.62473996131	1754.90598956912	1755.80707794412	1208.4008302207	1832.90932735103	1173.00680391563	1231.8973291161	2733.1975087091	1308.15609999484	1393.26357874279	5344.65107218422	55.61	UP_t_DOWN_n
TGFBRAP1	350.826863076307	0.300955858155044	0.285953540066883	1.05246418031633	0.292586636221705	0.444342519679605	572	363	823	413	601	645	442	289	202	359	58	145	443.4737642005	309.472406926349	404.109577340622	390.915538108313	375.516493775927	382.969392983936	400.053246397153	299.42668470526	197.039934603583	325.904260859228	498.822762759764	182.218294255046	55.57	DOWN_t_UP_n
NADSYN1	779.26684345068	-0.481518204265633	0.45762739785672	-1.05220580437449	0.292705137037256	0.444473381072701	701	710	1210	737	1468	902	727	1724	374	752	201	189	543.487952280683	605.304156798093	594.134372517804	697.590197544374	917.23496316649	535.563399180637	658.006131517489	1786.19932329366	364.816512582871	682.674106312367	1728.67888473642	237.512121477267	55.55	UP_t_DOWN_n
PDE9A	195.376528371154	-0.39331400317146	0.373826167647324	-1.05213074206866	0.292739569442121	0.444476569595851	249	235	266	255	229	167	126	175	344	124	37	219	193.05064210826	200.34715048951	130.611357925402	241.3643152969	143.083655698315	99.1564164780114	114.042328158464	181.31373641322	335.553155958577	112.568602636614	318.214521070884	275.212458219691	55.55	UP_t_DOWN_n
RTL10	270.484859134416	0.432802686699353	0.411438557659202	1.05192544218922	0.292833758011587	0.44457047723747	517	195	625	479	315	575	292	362	230	259	26	46	400.832056104298	166.245507852997	306.887589110436	453.38630206751	196.818129017333	341.406823202734	264.288570018029	375.060414751917	224.352400786258	235.123129700669	223.610203995756	57.8071830050492	55.54	DOWN_t_UP_n
AKAP7	120.360654947434	0.507532770128545	0.482738382371686	1.05136195641839	0.293092381552767	0.44458863592012	192	192	221	153	137	345	104	72	44	116	2	202	148.858326444923	163.687884655259	108.51545150945	144.81858917814	85.6002656361097	204.84409392164	94.1301756228595	74.5976515528676	42.9195897156319	105.306112143929	17.2007849227505	253.848934065651	55.54	DOWN_t_UP_n
CHST6	91.6466454591484	0.885188152025258	0.841832262951044	1.05150181453278	0.293028176456889	0.44458863592012	59	26	140	30	50	868	98	10	4	74	10	105	45.7429232304712	22.166067713733	68.7428199607377	28.3958017996353	31.2409728598941	515.37586528691	88.6995885676945	10.3607849378983	3.90178088323926	67.178037057334	86.0039246137524	131.951178598482	55.54	DOWN_t_UP_n
CMTM7	330.505519152274	-0.343157658800785	0.326257977050734	-1.05179852429301	0.292891996253846	0.44458863592012	323	384	698	200	591	430	303	244	438	494	73	160	250.42312209224	327.375769310518	342.732059518535	189.305345330902	369.268299203948	255.312928655958	274.244646285831	252.803152484718	427.245006714699	448.458787923284	627.828649680393	201.068462626258	55.54	UP_t_DOWN_n
HSBP1L1	284.788546888318	-0.433604360048691	0.412447263985956	-1.05129648784252	0.293122439658032	0.44458863592012	429	238	396	259	430	327	396	338	117	244	88	142	332.605323150375	202.904773687248	194.443976460372	245.150422203518	268.672366595089	194.156575977903	358.418745640888	350.194530900962	114.127090834748	221.505960026885	756.834536601021	178.448260580804	55.54	UP_t_DOWN_n
IRX3	846.273104161882	-0.914564943421733	0.869627075559855	-1.05167487205127	0.29294874347733	0.44458863592012	529	442	1289	877	316	1793	391	2	888	261	555	327	410.135701507106	376.823151133461	632.924963781363	830.103939276005	197.44294847453	1064.59553739566	353.893256428251	2.07215698757965	866.195356079116	236.93875232384	4773.21781606326	410.933670492415	55.54	UP_t_DOWN_n
LONRF2	247.159686127895	0.81001044730394	0.77030986771185	1.05153845388222	0.293011357878441	0.44458863592012	287	309	933	128	738	589	327	4	12	94	69	79	222.512185883817	263.435189367057	458.121793024059	121.155421011777	461.116759412036	349.719337158974	295.966994506491	4.14431397515931	11.7053426497178	85.3342632890459	593.427079834892	99.2775534217149	55.54	DOWN_t_UP_n
MAP4K4	1356.31144462755	0.276594023111436	0.263008903751944	1.05165269755394	0.292958920710151	0.44458863592012	1766	1781	2629	2100	2651	1838	1838	1025	1055	1684	154	600	1369.18648177987	1518.37563839071	1290.89195483414	1987.70612597447	1656.39638103158	1091.314332255	1663.56983456554	1061.98045613457	1029.09470795436	1528.75424871014	1324.46043905179	754.006734848467	55.54	DOWN_t_UP_n
PRKD3	464.382467225664	0.354468202012511	0.33718246142265	1.05126524231696	0.29313678591547	0.44458863592012	557	645	1061	789	641	817	501	186	676	333	31	448	431.84420744699	549.88898751376	520.972371273876	746.809587330408	400.509272063842	485.094564446319	453.454019106275	192.710599844908	659.400969267435	302.301166758003	266.612166302633	562.991695353522	55.54	DOWN_t_UP_n
SNX18	657.655889397144	0.272492030392012	0.259189744975539	1.0513225761217	0.29311046169052	0.44458863592012	944	1031	1753	692	896	1057	719	422	538	471	74	717	731.886771687538	878.969838956104	860.758309936951	654.996494844921	559.838233649302	627.594803696156	650.765348777269	437.225124379307	524.789528795681	427.579127756815	636.429042141768	901.038048143918	55.54	DOWN_t_UP_n
DPCD	173.934145145705	-0.521344997475085	0.496261460926747	-1.05054500202674	0.29346761198066	0.44503346863825	211	96	242	75	181	526	144	95	376	141	11	325	163.589098332702	81.8439423276294	118.826874503561	70.9895044990882	113.092321752817	312.313024355892	130.334089323959	98.4274569100336	366.767403024491	128.001394933569	94.6043170751277	408.420314709586	55.5	UP_t_DOWN_n
UBE4B	624.593552233933	-0.374962796589431	0.356942290139755	-1.05048577024208	0.293494829902842	0.44503346863825	793	527	926	771	741	898	670	713	573	630	173	228	614.815900368875	449.289141736049	454.684652026022	729.772106250627	462.99121778363	533.188395193139	606.415554493422	738.723966072147	558.930111524024	571.921126298925	1487.86789581792	286.522559242418	55.5	UP_t_DOWN_n
KDM5A	716.46375914806	0.292890120750067	0.27888172354736	1.05023060322678	0.293612102460725	0.445162189536516	973	974	1639	979	864	1499	1223	557	512	706	49	482	754.37058141099	830.374998199074	804.782013683208	926.649665394765	539.844011018969	890.032744314606	1106.93466141113	577.095721040934	499.427953054626	640.91478597943	421.419230607387	605.718743661602	55.48	DOWN_t_UP_n
PELI1	1599.23771668783	-0.432675389562076	0.412176911047195	-1.04973223381873	0.293841239384218	0.445460467337324	1298	2058	2181	772	4248	1597	2738	1918	970	830	243	2205	1006.34431107037	1754.52951364856	1070.91493095978	730.718632977282	2654.2330541766	948.220342008289	2478.15789284028	1987.19855108889	946.181864185521	753.483388616044	2089.89536811418	2770.97475056812	55.45	UP_t_DOWN_n
